20160426,121,135,2
20090427,4,47,4
20140419,11,90,3
20140305,55,142,2
20080222,67,0,2
20120323,65,64,2
20090323,83,62,4
20080416,55,55,1
20120728,120,64,3
20170317,64,139,3
20130303,151,80,2
20090729,54,7,2
20110124,104,114,1
20140517,122,89,1
20160512,47,139,1
20110801,32,99,4
20130227,92,71,2
20090724,154,141,2
20120524,96,48,4
20151014,142,109,2
20160406,126,122,3
20090626,129,55,3
20150120,15,81,3
20100513,85,136,1
20130309,41,122,3
20180720,46,137,1
20100928,8,132,4
20110525,25,18,2
20150107,155,54,2
20080310,69,93,2
20090313,48,99,3
20101117,97,34,3
20160227,157,128,3
20170617,46,11,4
20100915,65,49,1
20120806,77,82,4
20180814,9,71,3
20091207,11,17,3
20150324,44,65,1
20180808,34,117,2
20180811,100,94,4
20140409,127,127,2
20170425,41,133,3
20090704,11,128,3
20131221,81,75,4
20150126,148,35,4
20161109,17,106,4
20140914,128,48,4
20080619,5,127,3
20120520,38,39,4
20180914,104,135,4
20091222,20,76,1
20080117,72,72,1
20150729,18,10,3
20140314,15,17,2
20100519,126,35,2
20171002,26,86,3
20150806,143,139,1
20180915,21,79,1
20110725,139,58,3
20160404,144,90,2
20151125,30,80,4
20110727,133,90,4
20100615,89,34,4
20180919,78,88,1
20160509,64,75,2
20160915,28,52,2
20100720,9,19,4
20140808,139,86,1
20150624,23,81,2
20080424,24,41,3
20160223,15,63,4
20100515,152,113,3
20141212,36,87,2
20101205,15,70,3
20110519,48,64,1
20180709,14,142,2
20140612,83,56,4
20111108,136,100,4
20110715,30,7,1
20120923,17,95,4
20160606,17,74,3
20111107,58,13,3
20180805,125,141,3
20121106,132,42,2
20120507,94,99,4
20150622,31,48,4
20180711,6,31,4
20110309,57,62,3
20171104,113,39,1
20171218,68,130,3
20100923,107,123,4
20140424,144,44,4
20140216,137,106,1
20131222,73,108,2
20120508,11,44,1
20170814,13,129,1
20180108,52,143,2
20161217,77,12,3
20090218,155,109,1
20130403,87,0,3
20080306,85,28,3
20130102,28,73,2
20080910,21,124,4
20081218,123,125,4
20110514,75,111,4
20170614,133,34,1
20130921,97,92,1
20180513,116,111,1
20120503,36,90,4
20090506,121,65,4
20160815,91,132,1
20180131,105,133,3
20160328,18,104,3
20180707,22,109,4
20180407,121,38,4
20080425,15,73,1
20150822,145,88,1
20100827,154,124,3
20130418,22,116,4
20151027,2,137,2
20140330,25,77,4
20150327,113,42,3
20130508,8,129,3
20090324,158,7,1
20150923,82,8,2
20130607,28,105,3
20180805,49,53,3
20170919,83,3,3
20131102,68,118,3
20141013,154,135,2
20150217,128,80,4
20130312,110,98,2
20130104,20,105,4
20161231,14,127,1
20081110,126,20,1
20140827,48,12,3
20150807,127,28,3
20110806,7,53,1
20110807,82,140,2
20110906,102,116,2
20120112,75,61,4
20180401,70,140,2
20120410,141,100,3
20121107,45,130,2
20100602,71,7,4
20080601,86,90,3
20160804,140,81,3
20110905,27,29,1
20110605,50,13,4
20120922,101,7,3
20170105,73,136,1
20090610,117,138,1
20150228,80,131,2
20100917,56,82,3
20180525,58,51,1
20170102,6,16,2
20180101,86,14,3
20120326,134,41,1
20101008,40,95,2
20180111,120,120,4
20160315,158,77,3
20170622,16,108,1
20151222,66,135,1
20130623,38,21,1
20150623,106,136,1
20121121,140,102,4
20140607,24,47,4
20090223,132,63,2
20100130,158,71,2
20081209,6,107,3
20090116,68,14,3
20161204,61,128,3
20150816,95,47,3
20120918,117,86,4
20090416,52,140,2
20110821,17,112,3
20110529,83,27,2
20120206,35,28,4
20111008,114,124,4
20080909,105,36,3
20170731,74,14,4
20080223,142,89,3
20131001,133,55,2
20111211,137,141,3
20160929,44,79,2
20160730,6,128,2
20100530,87,85,4
20101001,150,53,4
20090122,119,55,1
20121103,146,121,2
20090112,84,92,4
20150628,81,90,2
20080130,15,11,1
20080613,29,30,2
20180916,13,112,2
20161124,27,22,2
20180907,52,93,2
20131206,147,104,3
20150506,9,124,4
20081005,66,3,3
20100804,19,78,2
20160906,69,34,1
20091113,60,82,1
20091204,102,40,1
20110623,130,50,1
20110509,98,14,3
20140309,46,64,1
20160416,12,85,4
20081031,102,58,4
20110110,86,87,1
20110427,72,19,4
20110213,89,128,4
20170530,121,118,3
20170414,17,138,4
20180613,52,32,2
20090419,119,117,1
20160424,53,15,4
20120814,38,101,4
20090709,145,82,4
20151114,77,30,2
20170428,110,110,2
20080929,90,49,2
20080210,60,6,4
20120317,14,22,4
20080422,32,9,2
20100404,23,87,1
20131226,56,29,1
20080723,8,24,3
20160309,25,123,2
20101107,62,71,2
20110111,3,32,2
20150413,32,78,4
20120104,32,131,1
20140917,35,25,2
20140806,147,54,4
20100911,6,40,1
20161101,48,120,1
20180903,153,84,2
20080517,79,31,1
20161020,106,37,2
20170926,50,132,2
20160224,90,8,1
20140206,103,143,4
20080703,97,98,4
20101023,51,11,4
20120314,105,46,2
20180521,158,42,1
20100525,28,76,4
20130901,112,79,2
20160613,143,60,2
20170707,25,24,3
20100403,106,142,4
20110130,154,13,3
20100416,48,82,4
20141031,148,116,4
20100112,81,34,1
20140602,48,93,3
20120825,148,8,2
20180630,53,123,2
20120425,151,17,1
20160827,34,71,4
20150305,52,84,3
20100126,99,62,1
20111109,128,133,2
20140404,0,30,1
20170606,89,104,2
20120813,44,68,2
20130913,54,19,2
20130429,48,111,2
20180618,28,128,3
20120414,40,109,3
20100214,10,130,4
20121004,42,90,3
20081104,85,122,3
20180812,17,39,1
20160609,0,138,3
20090707,153,50,2
20140604,115,70,2
20101125,139,107,2
20080803,34,19,1
20151113,4,85,2
20161015,47,28,2
20180514,33,56,2
20141002,43,85,4
20120916,125,53,2
20140706,51,134,3
20090408,10,66,3
20090112,9,5,3
20081219,115,15,1
20111217,113,95,4
20090611,34,83,2
20170201,26,135,2
20140422,74,67,1
20110429,64,51,2
20130805,76,24,1
20121102,72,33,1
20130412,45,19,3
20081022,67,95,3
20130313,27,43,3
20090616,92,92,2
20110418,112,0,4
20160622,102,78,2
20160908,59,66,3
20110118,130,18,4
20171115,139,34,4
20120928,151,48,1
20121205,158,129,4
20151121,132,71,4
20100110,14,57,3
20080604,153,67,1
20121230,42,8,3
20161207,43,50,2
20100503,50,31,3
20080711,140,29,4
20081026,128,104,3
20180615,43,64,4
20080218,8,135,2
20151213,107,117,1
20170320,132,115,1
20110307,67,30,1
20120614,82,61,3
20130515,135,115,1
20090410,2,99,4
20180501,90,116,2
20170427,35,22,1
20110816,40,15,2
20130709,39,113,4
20150515,128,142,4
20160717,146,100,1
20080322,95,88,1
20161115,67,4,2
20090814,140,11,1
20101027,111,20,4
20140130,126,14,1
20130304,68,25,2
20080508,117,13,4
20180712,156,63,1
20081129,132,0,2
20100624,47,52,4
20091216,130,35,4
20170408,60,41,3
20080312,61,125,4
20081230,66,65,3
20141118,66,9,4
20110524,108,74,1
20150808,51,116,4
20090326,150,39,2
20130329,112,47,2
20170708,100,112,4
20110912,153,15,4
20160830,101,48,3
20140322,57,91,1
20120223,120,32,3
20080224,58,33,4
20090413,144,20,4
20140902,25,109,4
20140906,84,118,1
20150205,25,140,1
20100609,38,136,2
20161103,60,9,3
20180123,63,59,4
20170714,79,66,4
20120105,23,20,2
20121022,120,126,3
20100408,7,8,4
20140502,112,30,2
20150131,124,131,1
20130510,158,18,4
20131029,84,54,4
20091117,100,91,1
20150728,26,121,1
20180216,32,137,2
20130110,70,3,2
20130509,83,73,4
20170210,143,11,3
20080620,154,16,1
20171108,13,48,1
20150309,36,6,3
20160709,104,27,2
20161218,154,100,4
20111204,12,12,1
20140507,88,126,3
20130227,9,16,2
20120730,28,41,2
20121113,98,28,4
20171011,144,104,3
20091004,62,88,1
20160221,23,31,2
20081001,82,82,4
20130923,89,124,3
20170313,5,130,3
20150715,83,38,1
20111026,33,18,4
20121224,69,55,2
20140405,79,118,2
20100628,32,117,3
20090610,40,51,1
20160531,40,120,2
20150508,79,101,3
20141220,74,17,2
20170407,124,96,3
20130918,113,28,2
20100920,124,58,1
20160824,50,7,1
20080629,39,89,4
20171010,69,17,2
20100505,118,8,2
20180720,123,49,4
20110105,110,133,4
20151013,67,22,1
20111110,40,77,2
20170714,151,10,1
20180311,85,127,3
20131106,129,128,3
20131128,104,30,4
20090826,83,94,4
20150322,53,33,3
20180818,68,80,3
20150704,134,131,3
20120826,64,96,3
20080922,123,64,4
20121011,11,76,2
20131112,19,26,1
20091214,126,3,2
20101114,30,57,4
20111029,99,138,3
20130416,31,83,2
20120415,117,54,4
20160516,32,61,4
20081030,27,113,3
20171025,74,76,4
20170808,37,32,4
20121215,109,37,2
20140721,62,50,1
20170925,58,100,4
20170516,28,3,2
20160313,8,44,1
20180318,127,25,1
20091121,0,101,1
20100511,93,104,3
20101212,141,56,2
20111102,158,4,3
20110313,40,127,2
20130903,103,111,4
20160924,145,70,2
20141029,81,139,1
20080214,25,71,3
20140713,20,119,1
20170817,154,51,1
20120822,6,86,3
20090203,145,50,3
20180512,60,23,4
20090214,13,45,2
20100927,91,44,4
20111224,78,80,3
20080903,131,83,2
20080810,2,5,4
20171007,2,40,4
20120204,128,51,2
20080220,76,112,1
20100728,51,92,4
20110409,153,126,4
20160823,136,62,4
20180730,75,99,2
20140519,31,66,3
20160517,107,5,1
20130327,120,15,4
20121204,83,42,3
20180409,112,71,2
20180813,92,127,2
20151221,149,47,4
20081103,11,35,2
20151223,141,79,2
20130806,150,112,2
20161206,130,105,1
20140923,85,66,4
20180719,47,104,3
20130116,44,100,3
20090604,66,97,4
20140807,64,142,4
20180214,46,105,4
20080919,139,142,4
20150211,76,39,3
20150301,152,75,3
20090118,59,46,1
20151004,108,3,4
20120423,2,127,3
20170405,56,120,4
20160218,39,110,3
20121128,33,143,1
20170703,125,15,3
20170420,67,36,2
20140628,85,5,4
20160627,74,32,3
20170403,65,87,2
20161114,151,60,1
20170331,157,110,4
20150502,25,59,1
20101209,75,79,3
