Año,Mes,Plan,Sede,Ciudad,Vendedor,Total Ventas
2015,12,351,5,8,2758,1
2012,1,143,5,1,49,24
2012,1,143,5,40,49,1
2012,1,143,3,78,3753,1
2012,1,143,5,5,2298,4
2012,1,143,5,1,750,1
2012,1,143,5,1,2476,10
2012,1,143,5,6,2298,1
2012,1,143,5,5,2476,1
2012,1,143,5,9,49,5
2012,1,143,5,1,2164,10
2012,1,143,5,91,2164,1
2012,1,143,5,1,2298,4
2012,1,143,3,78,1949,1
2012,1,143,5,78,49,12
2012,1,144,5,1,2164,2
2012,1,144,5,1,49,1
2012,1,321,5,8,3110,2
2012,1,321,5,1,2502,2
2012,1,321,5,9,750,1
2012,1,321,5,1,2006,12
2012,1,321,5,8,2017,5
2012,1,321,5,5,2502,5
2012,1,321,5,1,2505,11
2012,1,321,5,1,2499,2
2012,1,321,5,13,2017,1
2012,1,321,5,8,2006,2
2012,1,321,5,1,750,15
2012,1,321,5,6,3110,3
2012,1,321,3,78,525,1
2012,1,321,5,1,3110,48
2012,1,321,5,5,2501,1
2012,1,321,5,5,750,1
2012,1,321,5,5,2480,1
2012,1,321,5,1,2511,7
2012,1,321,5,3,750,1
2012,1,321,5,4,2006,3
2012,1,321,5,4,2017,3
2012,1,321,5,12,2006,2
2012,1,321,5,78,3110,2
2012,1,321,5,6,2017,2
2012,1,321,5,1,2501,1
2012,1,321,5,2,750,1
2012,1,321,5,1,2017,7
2012,1,321,5,5,2017,1
2012,1,321,5,4,750,1
2012,1,321,5,78,750,1
2012,1,321,5,78,2017,1
2012,1,321,5,1,2456,1
2012,1,321,5,1,2469,9
2012,1,321,5,8,750,2
2012,1,321,5,5,2504,5
2012,1,321,5,6,2006,2
2012,1,321,5,2,3110,3
2012,1,321,5,5,2503,3
2012,1,321,5,9,3110,1
2012,1,322,5,5,2502,3
2012,2,143,5,6,2476,1
2012,2,143,5,2,2298,1
2012,2,143,5,11,2298,1
2012,2,143,3,78,1949,1
2012,2,143,5,78,2476,1
2012,2,143,5,1,2164,10
2012,2,143,5,1,49,44
2012,2,143,5,4,2298,1
2012,2,143,5,1,2298,9
2012,2,143,5,5,2164,2
2012,2,143,3,78,3655,1
2012,2,143,3,78,3771,1
2012,2,143,5,5,2298,3
2012,2,143,5,1,2476,1
2012,2,143,5,4,2164,3
2012,2,144,3,78,3655,1
2012,2,144,5,1,2476,2
2012,2,144,5,1,49,7
2012,2,321,5,12,2006,13
2012,2,321,5,5,2506,1
2012,2,321,5,1,2497,1
2012,2,321,5,12,3110,6
2012,2,321,5,2,2006,6
2012,2,321,5,3,3110,2
2012,2,321,5,8,2279,1
2012,2,321,5,78,3110,1
2012,2,321,5,12,2017,5
2012,2,321,5,1,750,7
2012,2,321,5,1,3110,29
2012,2,321,5,1,2279,2
2012,2,321,5,5,750,2
2012,2,321,5,4,750,2
2012,2,321,5,1,2515,3
2012,2,321,5,2,3110,14
2012,2,321,3,78,528,2
2012,2,321,5,3,2017,1
2012,2,321,5,2,750,1
2012,2,321,5,1,2517,2
2012,2,321,5,1,2017,19
2012,2,321,5,13,2017,1
2012,2,321,5,5,2517,1
2012,2,321,5,5,2504,2
2012,2,321,5,1,2006,9
2012,2,321,5,1,2512,1
2012,2,321,5,1,2518,4
2012,2,321,5,78,2017,1
2012,2,321,5,8,3110,7
2012,2,321,5,5,2520,3
2012,2,321,5,8,2017,1
2012,2,321,5,3,750,1
2012,2,321,5,1,2511,13
2012,2,321,5,6,3110,1
2012,2,321,5,5,2502,9
2012,2,321,5,3,2006,2
2012,2,321,5,4,2017,3
2012,2,321,5,6,2017,1
2012,2,321,5,2,2279,1
2012,2,321,5,5,2512,3
2012,2,321,5,78,750,2
2012,2,321,5,2,2017,6
2012,2,321,5,1,2519,1
2012,2,322,5,1,2511,1
2012,2,322,5,77,750,1
2012,2,322,5,1,2515,1
2012,3,143,5,3,2298,1
2012,3,143,5,78,49,1
2012,3,143,5,5,2164,1
2012,3,143,3,78,3655,1
2012,3,143,5,5,2298,1
2012,3,143,3,78,3771,1
2012,3,143,5,1,2164,12
2012,3,143,5,1,49,24
2012,3,143,5,1,2298,9
2012,3,143,5,53,2298,1
2012,3,143,5,1,2476,1
2012,3,143,5,4,2164,2
2012,3,144,5,1,49,1
2012,3,321,5,2,2006,33
2012,3,321,5,1,2006,8
2012,3,321,5,2,2511,1
2012,3,321,5,5,2279,1
2012,3,321,5,8,2017,1
2012,3,321,5,5,750,2
2012,3,321,5,1,3110,16
2012,3,321,5,87,3110,1
2012,3,321,5,4,2006,1
2012,3,321,5,78,3110,1
2012,3,321,5,3,3110,1
2012,3,321,5,1,2515,1
2012,3,321,5,1,2511,5
2012,3,321,5,6,2511,1
2012,3,321,5,2,2017,39
2012,3,321,5,12,3110,1
2012,3,321,5,2,2522,1
2012,3,321,5,2,2525,2
2012,3,321,5,1,2522,1
2012,3,321,5,7,750,2
2012,3,321,5,2,3110,26
2012,3,321,5,1,2017,17
2012,3,321,5,1,750,6
2012,3,321,5,2,750,1
2012,3,321,5,5,3110,1
2012,3,321,5,8,3110,6
2012,3,321,5,2,2524,4
2012,3,321,5,3,2017,4
2012,3,321,5,8,750,1
2012,3,321,5,1,2524,2
2012,3,321,5,2,2521,2
2012,3,321,5,6,3110,2
2012,3,321,5,4,2017,3
2012,3,321,5,4,750,2
2012,3,321,5,91,3110,1
2012,3,321,5,5,2511,3
2012,3,321,5,4,3110,2
2012,3,322,5,2,2522,4
2012,3,322,5,5,2531,1
2012,3,322,5,2,2525,3
2012,3,322,5,4,2524,1
2012,3,322,5,8,2521,1
2012,3,322,5,2,2521,5
2012,3,322,5,2,2524,3
2012,3,322,5,1,2527,1
2012,3,322,5,1,750,1
2012,3,322,5,12,2523,1
2012,3,322,5,2,2523,5
2012,3,322,5,1,2531,2
2012,3,322,5,1,2526,1
2012,4,143,5,5,2164,1
2012,4,143,5,1,49,53
2012,4,143,5,5,2298,2
2012,4,143,5,1,2298,12
2012,4,143,5,1,2164,18
2012,4,143,5,3,2298,2
2012,4,144,5,1,2164,1
2012,4,321,5,1,2017,27
2012,4,321,5,1,2006,10
2012,4,321,5,2,2017,12
2012,4,321,5,2,2521,10
2012,4,321,5,5,3110,2
2012,4,321,5,1,2279,1
2012,4,321,5,1,2511,4
2012,4,321,5,5,2527,2
2012,4,321,5,6,3110,2
2012,4,321,3,78,528,2
2012,4,321,5,1,2524,3
2012,4,321,5,6,2017,1
2012,4,321,5,5,750,1
2012,4,321,2,1,600,1
2012,4,321,5,8,3110,2
2012,4,321,5,4,2017,1
2012,4,321,5,8,2521,2
2012,4,321,5,8,2017,1
2012,4,321,5,2,3110,6
2012,4,321,5,3,3110,5
2012,4,321,5,4,3110,2
2012,4,321,5,3,2006,2
2012,4,321,5,2,2006,19
2012,4,321,5,2,2525,16
2012,4,321,5,4,750,1
2012,4,321,5,6,2527,1
2012,4,321,5,6,2511,3
2012,4,321,5,3,2017,12
2012,4,321,5,87,750,1
2012,4,321,5,4,2521,1
2012,4,321,5,4,2006,1
2012,4,321,5,1,3110,12
2012,4,321,5,1,750,5
2012,4,321,5,1,2531,1
2012,4,321,5,91,2525,1
2012,4,321,5,2,750,1
2012,4,321,5,6,2523,1
2012,4,321,5,4,2523,1
2012,4,321,5,7,2017,1
2012,4,321,5,2,2524,12
2012,4,321,5,5,2531,4
2012,4,321,5,5,2006,1
2012,4,321,5,6,2006,2
2012,4,321,5,5,2017,1
2012,4,321,5,1,2456,1
2012,4,321,5,1,2527,3
2012,4,322,5,1,2531,1
2012,4,322,5,1,2527,1
2012,4,322,5,1,2524,2
2012,4,322,5,5,2527,7
2012,4,322,5,3,2525,1
2012,4,322,5,4,750,1
2012,4,322,5,2,2521,2
2012,4,322,5,5,2531,3
2012,4,322,5,5,2511,1
2012,4,322,5,1,750,1
2012,4,322,4,6,5340,1
2012,4,322,5,2,2524,4
2012,4,322,5,2,2525,7
2012,5,143,5,5,2298,2
2012,5,143,5,5,49,3
2012,5,143,5,1,2298,2
2012,5,143,5,8,49,1
2012,5,143,5,1,49,56
2012,5,143,5,1,2164,16
2012,5,144,5,1,2164,3
2012,5,321,5,4,750,1
2012,5,321,5,3,750,1
2012,5,321,5,3,2534,3
2012,5,321,5,1,2164,1
2012,5,321,5,3,2533,11
2012,5,321,5,1,2511,1
2012,5,321,5,6,2017,1
2012,5,321,5,3,2017,6
2012,5,321,5,5,3110,2
2012,5,321,5,1,2529,2
2012,5,321,5,1,2456,2
2012,5,321,5,6,3110,1
2012,5,321,5,3,3110,4
2012,5,321,5,4,2529,1
2012,5,321,5,5,2511,2
2012,5,321,5,1,2006,9
2012,5,321,5,1,49,3
2012,5,321,5,6,2006,2
2012,5,321,5,78,2017,2
2012,5,321,5,91,2006,1
2012,5,321,5,1,2017,22
2012,5,321,5,1,3110,11
2012,5,321,5,5,2533,3
2012,5,321,5,87,2017,1
2012,5,321,5,2,2516,2
2012,5,321,5,4,2533,1
2012,5,321,5,3,2511,4
2012,5,321,5,2,2017,2
2012,5,321,5,2,2006,4
2012,5,321,5,2,2529,9
2012,5,321,5,1,2279,2
2012,5,321,5,1,2528,2
2012,5,321,3,78,528,5
2012,5,321,5,3,2528,2
2012,5,321,5,4,3110,2
2012,5,321,5,3,2006,6
2012,5,321,5,4,2017,4
2012,5,321,5,1,750,9
2012,5,321,5,1,2533,4
2012,5,321,5,1,2298,1
2012,5,321,5,8,750,5
2012,5,322,5,1,750,2
2012,5,322,5,1,2528,2
2012,5,322,5,4,2528,1
2012,5,322,5,2,2516,2
2012,5,322,5,1,3110,1
2012,5,322,5,91,2516,1
2012,5,322,5,5,2533,4
2012,5,322,5,3,2534,2
2012,5,322,5,3,2511,1
2012,5,322,5,2,2524,1
2012,5,322,5,1,2164,1
2012,5,322,5,1,2533,2
2012,5,322,5,3,2533,1
2012,6,321,5,1,750,11
2012,6,321,5,2,750,1
2012,6,321,5,1,2298,10
2012,6,321,5,3,2534,13
2012,6,321,5,7,2528,1
2012,6,321,5,4,2543,2
2012,6,321,5,4,2529,3
2012,6,321,5,9,3110,3
2012,6,321,5,1,2529,1
2012,6,321,5,78,3110,1
2012,6,321,5,1,2017,25
2012,6,321,5,87,2017,1
2012,6,321,5,1,2279,2
2012,6,321,5,4,2542,2
2012,6,321,5,78,750,2
2012,6,321,5,1,2006,15
2012,6,321,5,1,2511,1
2012,6,321,5,91,3110,1
2012,6,321,5,4,750,2
2012,6,321,5,3,2533,15
2012,6,321,5,2,49,1
2012,6,321,5,4,49,1
2012,6,321,5,5,2298,2
2012,6,321,5,1,49,87
2012,6,321,5,5,49,1
2012,6,321,5,3,2539,1
2012,6,321,5,3,2537,10
2012,6,321,5,12,750,1
2012,6,321,5,6,2164,1
2012,6,321,5,5,3110,4
2012,6,321,5,4,2550,1
2012,6,321,5,4,2547,4
2012,6,321,5,4,2544,2
2012,6,321,5,2,2529,5
2012,6,321,5,5,2017,1
2012,6,321,5,78,49,1
2012,6,321,1,1,750,2
2012,6,321,3,78,528,4
2012,6,321,5,1,3110,14
2012,6,321,5,4,2017,6
2012,6,321,5,2,2017,2
2012,6,321,5,3,2538,6
2012,6,321,5,10,3110,11
2012,6,321,5,4,3110,4
2012,6,321,5,2,3110,1
2012,6,321,5,3,2006,14
2012,6,321,5,1,2533,2
2012,6,321,5,3,2017,5
2012,6,321,5,5,2528,1
2012,6,321,5,6,3110,1
2012,6,321,5,2,2006,5
2012,6,321,5,1,2164,54
2012,6,321,5,40,750,1
2012,6,321,5,8,2279,1
2012,6,321,5,4,2006,3
2012,6,321,5,4,2279,1
2012,6,321,5,1,2534,1
2012,6,321,5,3,2511,5
2012,6,321,5,1,2456,2
2012,6,321,5,7,2279,1
2012,6,321,5,3,2541,14
2012,6,321,5,3,2540,2
2012,6,321,5,4,2545,3
2012,6,321,5,4,2546,2
2012,6,321,2,53,4880,1
2012,6,321,5,1,2528,6
2012,6,321,5,5,2164,2
2012,6,321,5,3,2536,6
2012,6,321,5,8,49,2
2012,6,322,5,3,2541,3
2012,6,322,5,4,2550,1
2012,6,322,5,1,2528,1
2012,6,322,5,3,2533,1
2012,6,322,5,10,3110,1
2012,6,322,5,1,2164,1
2012,6,322,5,9,3110,1
2012,6,322,5,4,2164,1
2012,6,322,5,91,3110,1
2012,6,322,5,4,2545,2
2012,6,322,5,4,2546,1
2012,6,322,5,3,2537,1
2012,7,321,5,3,2533,6
2012,7,321,5,1,2537,3
2012,7,321,5,4,3110,9
2012,7,321,5,10,3110,2
2012,7,321,5,7,3110,2
2012,7,321,5,87,2017,1
2012,7,321,5,2,3110,1
2012,7,321,5,1,750,8
2012,7,321,5,1,2538,2
2012,7,321,1,1,49,1
2012,7,321,5,1,2533,4
2012,7,321,5,1,2456,2
2012,7,321,5,9,2536,1
2012,7,321,5,1,2006,12
2012,7,321,5,3,2538,5
2012,7,321,5,1,2017,9
2012,7,321,5,4,2547,1
2012,7,321,5,10,2536,3
2012,7,321,5,10,2541,9
2012,7,321,5,10,2533,2
2012,7,321,5,4,750,2
2012,7,321,5,1,2511,1
2012,7,321,5,67,2164,1
2012,7,321,5,1,2556,1
2012,7,321,5,3,2534,1
2012,7,321,5,4,2507,1
2012,7,321,5,2,750,2
2012,7,321,5,7,2006,1
2012,7,321,5,1,2298,11
2012,7,321,5,41,3110,2
2012,7,321,5,12,3110,1
2012,7,321,5,91,2529,1
2012,7,321,3,78,528,1
2012,7,321,5,3,2536,6
2012,7,321,5,4,2546,2
2012,7,321,5,1,2164,50
2012,7,321,5,5,2533,1
2012,7,321,5,3,3110,3
2012,7,321,5,9,2541,1
2012,7,321,5,3,2537,6
2012,7,321,5,78,2006,1
2012,7,321,5,4,2549,3
2012,7,321,5,78,2164,2
2012,7,321,5,1,2528,5
2012,7,321,5,4,2006,29
2012,7,321,5,2,2529,4
2012,7,321,5,4,2535,1
2012,7,321,5,4,2544,4
2012,7,321,5,1,2279,2
2012,7,321,5,5,3110,2
2012,7,321,5,6,2006,4
2012,7,321,1,6,49,1
2012,7,321,5,4,2529,6
2012,7,321,5,4,2017,22
2012,7,321,5,5,2006,1
2012,7,321,5,1,2536,2
2012,7,321,5,10,2537,1
2012,7,321,5,4,2553,2
2012,7,321,5,8,2017,1
2012,7,321,5,1,2541,3
2012,7,321,5,4,2528,21
2012,7,321,5,5,2298,6
2012,7,321,5,9,3110,9
2012,7,321,5,2,2164,1
2012,7,321,5,2,2456,1
2012,7,321,5,53,3110,1
2012,7,321,1,1,750,13
2012,7,321,5,3,2541,6
2012,7,321,5,2,2544,1
2012,7,321,5,1,3110,16
2012,7,321,5,4,2552,15
2012,7,321,5,10,2538,3
2012,7,321,5,2,2017,2
2012,7,321,5,4,2554,1
2012,7,322,5,1,2538,1
2012,7,322,5,78,3110,1
2012,7,322,5,4,2553,1
2012,7,322,5,1,2529,1
2012,7,322,5,4,750,1
2012,7,322,5,77,2298,1
2012,7,322,5,1,750,2
2012,7,322,5,3,2534,1
2012,7,322,5,7,3110,1
2012,7,322,5,1,2164,3
2012,7,322,5,9,750,1
2012,7,322,5,1,3110,1
2012,8,143,3,78,3737,1
2012,8,143,3,78,3529,1
2012,8,321,5,4,2552,11
2012,8,321,5,3,750,1
2012,8,321,5,9,2536,1
2012,8,321,5,13,2017,1
2012,8,321,5,4,2536,3
2012,8,321,5,78,2006,3
2012,8,321,5,7,3110,19
2012,8,321,5,1,2558,3
2012,8,321,5,5,2164,2
2012,8,321,5,2,2541,1
2012,8,321,5,2,3110,1
2012,8,321,5,4,3110,3
2012,8,321,5,6,3110,2
2012,8,321,5,9,3110,1
2012,8,321,5,78,3110,2
2012,8,321,5,78,2017,1
2012,8,321,5,12,2541,1
2012,8,321,5,4,2529,6
2012,8,321,3,78,550,24
2012,8,321,4,1,302,1
2012,8,321,5,9,2006,2
2012,8,321,5,3,2006,3
2012,8,321,5,7,2006,19
2012,8,321,5,5,2006,2
2012,8,321,5,4,2553,4
2012,8,321,3,1,528,1
2012,8,321,5,4,2164,46
2012,8,321,5,1,2536,5
2012,8,321,5,1,3110,8
2012,8,321,5,2,2006,1
2012,8,321,5,5,3110,5
2012,8,321,5,78,750,1
2012,8,321,5,1,2557,3
2012,8,321,3,78,3689,6
2012,8,321,5,2,750,1
2012,8,321,5,2,2536,1
2012,8,321,5,2,2552,1
2012,8,321,5,4,2006,5
2012,8,321,5,4,2554,5
2012,8,321,5,6,2558,1
2012,8,321,5,1,2279,1
2012,8,321,5,1,2006,4
2012,8,321,5,1,2298,13
2012,8,321,5,1,2017,23
2012,8,321,5,3,2017,2
2012,8,321,5,1,2164,63
2012,8,321,5,5,2298,1
2012,8,321,5,1,2556,9
2012,8,321,5,3,3110,1
2012,8,321,5,5,2017,2
2012,8,321,5,3,2536,1
2012,8,321,5,4,750,1
2012,8,321,3,78,706,10
2012,8,321,5,1,2552,5
2012,8,321,5,1,750,3
2012,8,321,5,4,2541,8
2012,8,321,5,2,2017,3
2012,8,321,5,4,2017,8
2012,8,321,5,4,2533,1
2012,8,321,5,4,2555,1
2012,8,321,3,78,3778,5
2012,8,321,5,4,2556,7
2012,8,321,5,2,2555,1
2012,8,321,5,8,2017,1
2012,8,321,5,1,2456,1
2012,8,321,5,7,750,1
2012,8,321,5,1,2541,7
2012,8,321,5,7,2017,24
2012,8,321,5,1,2555,10
2012,8,321,5,12,2536,1
2012,8,321,5,53,3110,1
2012,8,321,3,78,528,1
2012,8,322,5,4,2535,1
2012,8,322,5,4,2553,1
2012,8,322,5,1,750,1
2012,8,322,5,1,3110,1
2012,8,322,5,78,3110,1
2012,8,322,3,78,706,2
2012,8,322,5,6,2555,1
2012,8,322,3,78,3778,1
2012,8,322,5,9,3110,1
2012,8,322,5,6,2164,1
2012,8,322,5,1,2164,4
2012,9,143,3,78,3725,7
2012,9,144,3,78,3725,1
2012,9,321,5,9,2017,2
2012,9,321,5,4,2017,4
2012,9,321,5,3,2017,1
2012,9,321,5,1,3110,16
2012,9,321,5,5,2298,2
2012,9,321,5,8,2006,2
2012,9,321,5,1,750,9
2012,9,321,5,4,2557,1
2012,9,321,5,1,2559,6
2012,9,321,5,53,2563,1
2012,9,321,5,1,2557,4
2012,9,321,5,1,2541,12
2012,9,321,5,1,2552,15
2012,9,321,5,1,2563,12
2012,9,321,5,8,750,1
2012,9,321,5,4,2164,4
2012,9,321,5,5,2556,1
2012,9,321,5,1,2561,4
2012,9,321,5,7,2006,9
2012,9,321,5,5,2006,2
2012,9,321,5,2,750,1
2012,9,321,5,2,2541,1
2012,9,321,5,2,2552,1
2012,9,321,5,5,2164,1
2012,9,321,5,1,2558,6
2012,9,321,3,78,528,1
2012,9,321,5,1,2164,36
2012,9,321,5,78,2006,1
2012,9,321,5,1,2556,5
2012,9,321,5,1,2565,7
2012,9,321,5,3,2541,1
2012,9,321,5,78,2017,1
2012,9,321,3,78,706,12
2012,9,321,5,7,2017,5
2012,9,321,5,4,750,1
2012,9,321,5,5,3110,4
2012,9,321,5,1,2562,2
2012,9,321,5,1,2536,3
2012,9,321,5,1,2555,10
2012,9,321,5,2,2006,2
2012,9,321,5,1,2017,28
2012,9,321,5,8,2017,1
2012,9,321,5,6,3110,5
2012,9,321,5,1,2560,2
2012,9,321,5,4,2006,8
2012,9,321,5,1,2298,6
2012,9,321,5,1,2006,8
2012,9,321,5,4,2552,2
2012,9,321,5,5,2552,2
2012,9,321,5,1,2564,13
2012,9,321,5,4,2559,2
2012,9,321,5,8,2552,1
2012,9,321,5,3,2552,1
2012,9,321,5,4,2563,1
2012,9,321,3,78,550,21
2012,9,321,3,78,3689,2
2012,9,321,3,78,3778,3
2012,9,321,3,78,525,4
2012,9,321,5,4,2556,1
2012,9,321,5,6,2006,2
2012,9,321,5,2,2559,1
2012,9,322,5,1,2164,3
2012,9,322,5,6,3110,1
2012,9,322,3,78,706,2
2012,9,322,3,1,706,1
2012,9,322,5,2,750,1
2012,9,322,5,2,2561,1
2012,9,322,3,78,3689,1
2012,10,143,3,87,3725,1
2012,10,143,3,78,3725,1
2012,10,321,5,2,750,1
2012,10,321,5,5,2298,2
2012,10,321,5,78,2555,1
2012,10,321,5,4,2541,1
2012,10,321,5,7,2017,1
2012,10,321,5,1,2569,1
2012,10,321,5,1,525,1
2012,10,321,5,1,2006,6
2012,10,321,5,4,2006,3
2012,10,321,5,1,2164,29
2012,10,321,5,4,2017,2
2012,10,321,5,6,3110,7
2012,10,321,5,5,3110,6
2012,10,321,5,1,2567,2
2012,10,321,5,3,2164,2
2012,10,321,5,4,2563,1
2012,10,321,5,1,2564,7
2012,10,321,5,1,2563,10
2012,10,321,5,6,2017,12
2012,10,321,5,8,2006,5
2012,10,321,5,6,2563,1
2012,10,321,5,87,750,1
2012,10,321,5,5,2164,1
2012,10,321,5,1,2566,14
2012,10,321,5,1,2568,6
2012,10,321,5,1,2298,9
2012,10,321,5,6,2541,1
2012,10,321,5,5,2017,4
2012,10,321,5,5,2551,3
2012,10,321,5,2,3110,1
2012,10,321,5,8,3110,12
2012,10,321,5,1,2017,14
2012,10,321,1,3,750,1
2012,10,321,3,78,528,2
2012,10,321,5,2,2541,1
2012,10,321,5,4,2164,7
2012,10,321,5,1,3110,7
2012,10,321,5,1,750,1
2012,10,321,5,6,2566,1
2012,10,321,5,1,2555,7
2012,10,321,5,3,750,1
2012,10,321,5,10,750,1
2012,10,321,5,8,2541,1
2012,10,321,5,8,2563,1
2012,10,321,5,6,2006,13
2012,10,321,5,6,750,1
2012,10,321,5,5,2006,1
2012,10,321,5,1,2551,8
2012,10,321,5,1,2559,9
2012,10,321,5,1,2541,10
2012,10,321,5,1,2456,1
2012,10,321,5,3,2298,1
2012,10,321,5,8,2017,7
2012,10,322,5,8,750,1
2012,10,322,5,1,2563,1
2012,10,322,5,1,2164,3
2012,10,322,5,1,750,2
2012,11,143,3,78,3725,2
2012,11,143,3,78,3737,2
2012,11,143,3,78,1997,3
2012,11,143,3,78,3673,3
2012,11,321,5,8,2017,11
2012,11,321,5,4,2017,5
2012,11,321,5,4,2559,1
2012,11,321,5,8,2571,8
2012,11,321,5,5,3110,1
2012,11,321,5,8,2541,12
2012,11,321,5,91,2017,1
2012,11,321,5,12,750,1
2012,11,321,5,1,2566,11
2012,11,321,5,6,2541,5
2012,11,321,5,6,2017,7
2012,11,321,5,8,2574,9
2012,11,321,5,8,2573,6
2012,11,321,5,4,2006,2
2012,11,321,5,1,2017,16
2012,11,321,5,8,2006,19
2012,11,321,5,4,750,1
2012,11,321,5,2,2017,2
2012,11,321,5,4,2551,1
2012,11,321,5,8,2563,11
2012,11,321,5,1,2568,4
2012,11,321,5,7,2017,1
2012,11,321,5,1,2541,2
2012,11,321,5,87,2164,1
2012,11,321,5,1,2552,2
2012,11,321,5,4,3110,2
2012,11,321,5,1,2563,5
2012,11,321,5,1,2564,1
2012,11,321,1,1,750,8
2012,11,321,5,1,2571,1
2012,11,321,5,5,2298,4
2012,11,321,1,6,750,1
2012,11,321,3,78,528,2
2012,11,321,5,8,3110,7
2012,11,321,5,5,2017,9
2012,11,321,5,2,2006,4
2012,11,321,5,8,2572,9
2012,11,321,5,1,2006,2
2012,11,321,5,1,2559,7
2012,11,321,5,6,2563,3
2012,11,321,5,3,2017,1
2012,11,321,5,1,3110,10
2012,11,321,5,8,2566,2
2012,11,321,5,1,750,9
2012,11,321,5,4,2563,1
2012,11,321,5,8,750,1
2012,11,321,5,1,2164,18
2012,11,321,5,1,2551,7
2012,11,321,5,1,2574,2
2012,11,321,5,1,2298,7
2012,11,321,5,3,2541,2
2012,11,321,5,5,2566,1
2012,11,322,5,1,2164,3
2012,11,322,5,1,750,1
2012,12,143,3,1,3529,1
2012,12,143,3,78,3673,1
2012,12,321,5,5,2017,2
2012,12,321,5,78,750,3
2012,12,321,5,1,3110,4
2012,12,321,5,7,2017,1
2012,12,321,5,7,2006,3
2012,12,321,5,1,2575,3
2012,12,321,5,1,2164,12
2012,12,321,5,8,2017,5
2012,12,321,5,1,2566,7
2012,12,321,5,8,2571,2
2012,12,321,5,5,750,2
2012,12,321,5,6,750,1
2012,12,321,5,5,3110,1
2012,12,321,5,8,2563,1
2012,12,321,5,2,2164,1
2012,12,321,5,8,3110,3
2012,12,321,5,6,2006,1
2012,12,321,5,1,2570,1
2012,12,321,5,4,750,1
2012,12,321,5,5,2164,1
2012,12,321,5,1,2551,7
2012,12,321,5,8,2572,2
2012,12,321,5,1,2563,6
2012,12,321,5,6,3110,3
2012,12,321,5,2,2017,1
2012,12,321,5,3,2541,1
2012,12,321,5,6,2017,1
2012,12,321,5,1,2559,1
2012,12,321,5,4,2017,2
2012,12,321,5,1,2298,4
2012,12,321,5,3,2017,1
2012,12,321,5,4,3110,2
2012,12,321,5,6,2541,1
2012,12,321,5,1,2017,13
2012,12,321,5,1,2006,4
2012,12,321,1,1,750,10
2012,12,321,5,4,2164,1
2012,12,321,5,1,2541,5
2012,12,321,5,5,2541,1
2012,12,321,5,5,2298,1
2012,12,321,5,8,2006,4
2012,12,321,5,8,2541,5
2012,12,321,5,1,2456,1
2012,12,321,5,1,750,4
2012,12,321,5,1,2577,5
2012,12,321,5,91,2017,1
2012,12,322,5,4,750,1
2012,12,322,5,1,2566,1
2012,12,322,5,1,750,3
2013,1,143,3,78,3725,3
2013,1,153,3,78,3834,1
2013,1,321,5,1,2164,20
2013,1,321,5,9,750,1
2013,1,321,5,1,2566,1
2013,1,321,5,87,2006,6
2013,1,321,5,5,2017,1
2013,1,321,3,78,528,1
2013,1,321,5,1,2551,14
2013,1,321,5,1,2563,9
2013,1,321,5,1,2006,14
2013,1,321,5,2,2279,1
2013,1,321,5,1,2576,1
2013,1,321,5,3,750,1
2013,1,321,5,1,750,8
2013,1,321,5,6,2017,3
2013,1,321,5,4,3110,2
2013,1,321,5,8,2006,1
2013,1,321,5,78,2541,1
2013,1,321,5,1,2456,1
2013,1,321,5,5,2006,3
2013,1,321,5,1,2017,15
2013,1,321,5,1,3110,17
2013,1,321,1,1,750,20
2013,1,321,5,2,750,1
2013,1,321,5,12,2006,3
2013,1,321,5,5,750,3
2013,1,321,5,3,2017,2
2013,1,321,5,7,2017,2
2013,1,321,5,4,2017,3
2013,1,321,5,8,2017,2
2013,1,321,5,6,3110,3
2013,1,321,1,5,750,1
2013,1,321,5,1,2575,5
2013,1,321,5,78,2017,2
2013,1,321,5,2,3110,5
2013,1,321,5,1,2298,7
2013,1,321,5,2,2006,1
2013,1,321,5,5,2164,2
2013,1,321,5,6,2577,1
2013,1,321,5,1,2577,8
2013,1,321,5,91,2017,2
2013,1,321,5,1,2541,9
2013,1,321,5,5,2298,4
2013,1,321,5,6,2164,1
2013,1,321,1,41,6298,1
2013,1,321,5,2,2017,17
2013,1,321,5,4,2006,3
2013,1,321,5,4,2577,1
2013,1,321,5,4,750,2
2013,1,321,5,1,2279,1
2013,1,321,5,78,2563,1
2013,1,322,5,1,750,1
2013,1,322,5,1,2575,1
2013,1,322,5,1,2164,3
2013,1,331,1,1,750,4
2013,1,331,5,2,2578,1
2013,1,331,5,4,2563,1
2013,1,331,5,1,2541,2
2013,1,331,5,1,2577,2
2013,1,331,5,1,3110,3
2013,1,331,5,2,2563,3
2013,1,331,5,2,3110,1
2013,1,331,5,4,2017,1
2013,1,331,5,6,2017,1
2013,1,331,5,1,750,2
2013,1,331,5,1,2298,1
2013,1,331,5,6,750,1
2013,1,331,5,5,2006,1
2013,1,331,5,1,2164,1
2013,2,153,3,78,3834,2
2013,2,153,3,78,3725,3
2013,2,153,3,78,3529,3
2013,2,154,3,78,3834,1
2013,2,331,5,5,2298,2
2013,2,331,5,1,2298,7
2013,2,331,5,3,2017,1
2013,2,331,5,1,2580,4
2013,2,331,5,1,750,5
2013,2,331,5,2,2006,16
