20171222,31,1,2016,1
20121025,92,1,4306,1
20100709,114,1,2209,1
20171212,13,1,2222,1
20100725,78,2,900,1
20120814,127,1,808,1
20140329,121,1,4430,1
20100624,42,1,5191,1
20110914,94,1,3593,1
20090603,94,3,3176,1
20081028,5,2,2355,1
20131128,21,1,1552,1
20110428,17,2,1408,1
20150326,131,3,1561,1
20160704,85,3,191,1
20120311,81,1,2108,1
20091031,69,3,2463,1
20180224,98,2,1181,1
20180415,106,2,760,1
20161227,133,2,5336,1
20170530,79,2,5138,1
20100915,13,2,1796,1
20120922,81,3,560,1
20091230,50,3,2294,1
20101207,119,3,3662,1
20160108,133,3,3267,1
20140325,94,1,1656,1
20130217,124,2,1192,1
20120819,140,1,1242,1
20101029,108,2,4000,1
20180930,138,1,4042,1
20160209,13,2,1817,1
20100616,28,2,3708,1
20100601,90,2,4478,1
20130727,16,2,3113,1
20140116,74,2,3423,1
20170925,122,1,1937,1
20121123,9,3,482,1
20160201,48,1,3980,1
20121105,118,1,3990,1
20090630,34,2,2352,1
20130329,44,2,3831,1
20111107,26,2,2457,1
20100226,34,1,4607,1
20171030,114,1,541,1
20100802,9,1,832,1
20100925,22,3,430,1
20080407,54,2,1974,1
20100618,109,2,109,1
20180810,78,2,2136,1
20130319,139,2,3035,1
20100927,20,1,3279,1
20110120,8,1,974,1
20160413,32,1,8220,1
20090403,5,3,5063,1
20131201,92,2,3409,1
20120901,12,1,1066,1
20091106,49,2,2103,1
20161012,67,2,2324,1
20171220,71,1,2438,1
20111130,99,1,2456,1
20081105,13,3,895,1
20160728,40,2,2244,1
20080403,130,1,127,1
20170207,1,3,558,1
20170120,61,1,2519,1
20161023,83,2,4474,1
20110704,55,1,1851,1
20171228,70,1,3571,1
20081213,70,2,3302,1
20180304,113,3,7228,1
20171129,108,3,1905,1
20110712,63,2,1077,1
20110329,60,2,3630,1
20150621,45,2,2193,1
20170111,40,2,1505,1
20180111,70,3,599,1
20090921,22,1,6008,1
20160422,37,1,3684,1
20091001,108,1,3847,1
20090311,119,1,1186,1
20121005,26,3,3818,1
20110113,107,2,1910,1
20150316,30,3,3748,1
20120629,136,3,2772,1
20170215,9,1,611,1
20101109,42,3,3291,1
20100729,105,2,543,1
20131003,47,1,286,1
20080811,133,2,4412,1
20110824,35,3,2188,1
20160419,45,1,3507,1
20171109,32,2,1230,1
20170401,116,3,1939,1
20131015,61,3,3732,1
20180914,127,3,1175,1
20180806,127,2,3654,1
20140426,4,3,1965,1
20120522,78,1,619,1
20110615,7,2,1018,1
20150525,25,3,926,1
20120101,9,1,3716,1
20130121,88,1,878,1
20091016,84,3,3883,1
20150115,127,2,860,1
20110706,82,3,61,1
20170508,1,1,3653,1
20150803,44,2,1369,1
20120707,95,2,1184,1
20130315,48,3,3715,1
20161221,57,2,1756,1
20110109,72,1,253,1
20080211,90,3,3542,1
20100309,19,3,1850,1
20140324,117,3,2777,1
20150416,25,2,1161,1
20100526,118,2,1689,1
20161206,103,3,4502,1
20081114,139,2,2359,1
20090108,59,2,430,1
20160705,110,1,3533,1
20130702,7,3,3555,1
20110423,80,1,1435,1
20120330,97,1,3032,1
20160513,41,2,1944,1
20120525,114,1,947,1
20140210,72,1,1498,1
20091218,8,1,2129,1
