20151103,39,43,2,1
20120823,132,135,2,1
20121011,18,48,2,1
20160807,98,34,2,1
20100915,93,5,2,1
20080202,151,55,2,1
20080216,22,122,4,1
20100610,45,17,3,1
20120910,129,111,3,1
20091214,77,56,1,1
20130829,98,41,1,1
20150905,31,124,1,1
20170608,106,62,1,1
20171227,120,88,1,1
20171025,58,103,1,1
20120404,112,84,1,1
20090316,43,64,4,1
20140302,59,125,1,1
20180403,53,79,1,1
20140724,95,76,2,1
20160130,93,70,4,1
20110930,3,112,3,1
20180828,10,69,4,1
20170918,38,16,2,1
20150402,6,6,2,1
20171018,79,138,3,1
20080912,145,73,1,1
20140522,40,38,1,1
20090712,127,72,1,1
20150726,87,90,3,1
20130611,62,92,4,1
20180516,136,126,1,1
20090528,93,87,4,1
20161210,154,104,2,1
20131125,112,84,3,1
20131006,89,26,3,1
20150409,46,29,4,1
20150107,92,84,2,1
20180830,60,27,1,1
20090719,29,11,4,1
20100923,67,110,4,1
20120624,90,74,1,1
20160729,30,39,1,1
20150504,126,89,3,1
20180731,14,52,4,1
20130512,72,113,4,1
20111005,141,95,1,1
20150925,27,70,1,1
20130606,56,45,2,1
20110324,25,68,4,1
20180610,110,28,1,1
20080422,8,48,2,1
20110623,108,84,3,1
20091028,11,90,3,1
20160117,36,3,3,1
20161016,67,120,2,1
20140903,94,47,3,1
20090101,45,30,2,1
20120101,10,51,2,1
20110725,81,96,2,1
20100831,48,8,3,1
20170311,121,45,4,1
20090113,140,135,3,1
20081123,49,111,3,1
20110803,97,126,2,1
20141001,153,47,4,1
20110211,118,101,2,1
20081207,9,88,2,1
20110609,89,127,4,1
20140928,44,138,4,1
20110508,155,137,2,1
20140406,56,5,1,1
20160703,87,66,4,1
20160723,88,76,2,1
20121203,58,43,3,1
20101018,155,16,4,1
20090227,158,125,3,1
20100923,27,13,1,1
20140622,151,111,1,1
20161122,68,46,1,1
20150715,65,90,3,1
20121229,11,112,1,1
20090107,14,38,1,1
20131112,40,15,1,1
20140124,8,29,3,1
20090319,116,104,2,1
20150728,107,77,2,1
20180322,140,134,3,1
20171225,84,45,1,1
20090814,134,81,2,1
20111020,76,77,3,1
20170802,121,111,2,1
20101008,111,34,4,1
20100312,80,105,4,1
20130401,56,35,1,1
20121126,85,78,1,1
20080714,15,16,4,1
20120415,139,18,3,1
20100705,74,39,2,1
20111022,32,35,4,1
20120330,25,63,4,1
20170923,86,79,1,1
20091031,45,21,1,1
20120716,52,26,4,1
20180820,91,123,4,1
20090805,41,24,3,1
20160118,12,21,4,1
20150708,35,132,3,1
20101026,52,21,2,1
20151024,14,143,2,1
20170506,151,80,1,1
20160317,16,100,2,1
20170527,105,42,4,1
20100107,10,104,4,1
20120516,3,141,3,1
20110128,87,97,4,1
20141017,74,94,2,1
20111026,89,37,4,1
20100103,80,142,4,1
20120630,88,4,4,1
20091020,15,65,4,1
20130215,48,11,1,1
20110803,102,58,3,1
20150301,101,3,4,1
20130315,157,86,4,1
20141028,89,82,1,1
20160901,33,77,1,1
20150309,96,2,1,1
20160929,84,11,2,1
20160830,128,108,2,1
20110221,96,8,1,1
20170917,96,100,4,1
20170421,73,93,2,1
20160529,33,25,1,1
20171215,148,19,3,1
20110310,4,89,3,1
20110416,150,107,4,1
20140517,12,110,1,1
20120220,112,64,4,1
20150806,65,30,3,1
20080329,147,84,4,1
20150412,131,75,1,1
20100401,101,130,3,1
20110421,7,79,1,1
20121105,89,74,3,1
20110129,70,75,3,1
20110625,152,137,1,1
20151128,79,88,2,1
20171019,46,136,4,1
20140507,93,67,4,1
20120217,149,43,2,1
20151110,30,78,4,1
20080909,59,27,3,1
20080926,51,97,1,1
20130819,5,4,1,1
20130514,83,59,1,1
20081212,16,70,4,1
20081104,47,45,4,1
20090810,78,103,4,1
20160828,135,125,2,1
20171227,24,42,3,1
20110317,59,5,1,1
20140602,131,88,4,1
20170515,80,115,1,1
20111204,7,50,1,1
20150909,143,64,3,1
20141018,119,42,4,1
20080418,136,112,2,1
20160709,45,6,2,1
20150129,20,129,2,1
20160624,141,112,1,1
20130129,94,121,4,1
20140917,43,26,1,1
20140709,49,138,4,1
20081213,150,131,1,1
20160927,65,48,2,1
20130309,18,115,4,1
20100121,98,112,1,1
20130310,43,143,3,1
20160728,82,12,2,1
20111205,106,35,1,1
20180309,114,65,3,1
20090907,153,61,3,1
20170524,79,99,4,1
20140714,23,54,4,1
20140920,155,53,3,1
20081217,120,136,2,1
20150417,37,7,2,1
20150324,89,143,3,1
20131018,65,37,2,1
20080627,119,31,3,1
20091215,68,34,2,1
20150814,105,59,1,1
20100810,38,120,4,1
20081028,28,69,1,1
20160322,84,62,4,1
20140512,27,70,4,1
20121211,150,119,2,1
20090418,129,54,2,1
20130706,15,98,4,1
20131222,54,71,1,1
20180827,54,22,4,1
20141008,29,27,2,1
20090612,79,110,3,1
20140923,141,106,4,1
20180104,95,80,3,1
20120308,48,141,1,1
20101222,118,44,3,1
20160314,37,73,4,1
20140126,38,139,3,1
20140728,12,123,4,1
20170210,152,40,2,1
20111110,66,10,2,1
20180910,116,30,4,1
20120114,80,34,3,1
20160707,34,69,3,1
20150310,69,117,2,1
20151214,53,17,3,1
20091120,53,112,2,1
20150130,84,63,3,1
20091123,75,55,1,1
20120617,29,83,1,1
20100430,129,101,1,1
20150119,127,52,2,1
20171122,25,46,1,1
20180804,83,142,2,1
20120412,130,20,1,1
20140118,92,105,4,1
20090108,37,127,3,1
20160319,42,140,4,1
20100219,42,142,2,1
20170509,117,24,4,1
20081024,125,73,4,1
20160730,101,47,2,1
20150202,13,142,3,1
20151222,81,112,1,1
20180310,137,56,4,1
20150902,38,69,2,1
20080307,109,132,2,1
20100705,4,78,2,1
20100824,21,63,1,1
20081201,3,45,3,1
20080103,83,124,2,1
20160226,55,51,1,1
20101031,143,126,1,1
20080120,42,111,2,1
20130607,86,97,4,1
20161010,70,33,1,1
20150122,83,43,3,1
20141127,59,83,2,1
20101205,26,142,4,1
20140629,71,39,2,1
20080623,68,115,4,1
20160618,6,70,1,1
20090228,120,116,4,1
20170728,50,22,2,1
20170922,74,28,4,1
20091105,89,37,3,1
20140208,113,113,3,1
20130315,145,24,4,1
20150917,40,95,3,1
20130116,157,49,4,1
20141214,37,24,2,1
20170317,105,17,3,1
20140417,46,128,3,1
20150821,2,128,3,1
20170219,157,73,3,1
20080615,103,87,1,1
20100215,136,90,2,1
20130415,87,18,1,1
20150107,32,91,4,1
20080221,135,133,2,1
20150102,137,13,1,1
20150823,31,75,3,1
20131127,33,133,3,1
20171025,44,55,2,1
20090921,129,13,3,1
20110520,42,9,4,1
20080526,90,126,2,1
20180523,68,120,1,1
20140727,28,122,3,1
20131119,29,14,1,1
20110102,60,37,2,1
20180302,146,39,3,1
20151205,147,42,4,1
20100317,72,36,2,1
20091214,132,19,3,1
20160123,17,139,4,1
20120111,129,38,3,1
20160624,150,62,1,1
20120311,39,50,1,1
20170610,86,110,4,1
20180629,111,24,4,1
20080206,149,2,2,1
20090903,123,109,3,1
20120926,17,113,4,1
20180503,51,16,1,1
20151004,124,72,3,1
20180926,23,31,3,1
20151224,22,63,4,1
20160308,109,72,1,1
20140527,69,24,4,1
20160421,134,88,4,1
20170918,64,61,4,1
20120922,149,142,1,1
20171026,8,131,4,1
20090227,72,6,4,1
20180920,57,68,4,1
20150120,68,79,4,1
20120819,93,119,1,1
20140920,133,92,1,1
20110507,35,116,4,1
20100929,143,49,3,1
20110810,22,24,1,1
20120827,122,19,1,1
20091203,98,11,2,1
20090908,154,115,3,1
20140220,92,101,2,1
20100928,94,6,1,1
20160218,106,86,3,1
20130406,135,100,2,1
20100926,7,54,4,1
20110204,49,36,1,1
20110322,154,74,2,1
20101214,52,140,2,1
20140419,23,57,1,1
20150925,69,123,1,1
20140125,36,119,1,1
20180925,80,110,2,1
20101215,91,65,1,1
20161014,63,96,2,1
20170321,152,95,1,1
20160106,58,45,3,1
20171228,48,23,3,1
20110908,117,17,4,1
20171111,93,64,2,1
20170427,74,29,4,1
20130914,31,38,3,1
20090916,132,24,2,1
20090513,28,136,1,1
20160105,116,70,1,1
20091112,13,16,2,1
20151229,15,117,1,1
20080720,130,59,3,1
20100530,14,53,4,1
20110430,9,16,1,1
20091123,44,46,1,1
20151111,149,136,4,1
20150802,145,93,4,1
20141014,95,132,1,1
20150110,123,11,3,1
20090613,10,58,3,1
20120228,53,32,3,1
20120806,94,72,1,1
20091006,99,106,2,1
20170712,118,88,4,1
20171219,80,84,1,1
20080207,23,45,1,1
20130722,38,98,4,1
20130412,20,21,2,1
20130422,113,15,2,1
20100927,8,38,1,1
20160913,122,3,1,1
20130526,132,40,2,1
20110118,29,69,3,1
20150520,77,83,1,1
20150819,72,63,4,1
20140314,119,62,1,1
20130122,58,137,1,1
20110623,95,73,4,1
20150206,147,15,4,1
20120629,97,126,2,1
20130821,105,125,4,1
20171126,27,125,4,1
20081024,79,25,1,1
20131023,25,109,4,1
20111114,153,97,2,1
20180705,46,9,4,1
20160324,72,15,4,1
20150919,131,70,4,1
20081108,152,56,2,1
20131117,131,60,1,1
20100508,71,60,2,1
20101217,142,109,4,1
20141225,56,69,3,1
20130930,121,85,2,1
20180928,141,18,4,1
20140409,140,74,1,1
20100618,124,13,2,1
20170116,140,138,4,1
20091120,73,69,3,1
20080326,2,42,2,1
20180512,82,133,2,1
20170912,99,51,4,1
20161021,39,17,1,1
20141130,54,27,1,1
20090219,66,132,3,1
20180901,70,87,2,1
20110726,90,70,3,1
20140720,45,97,4,1
20140503,82,73,3,1
20170211,10,46,1,1
20160107,17,96,1,1
20171203,61,94,2,1
20150913,93,68,3,1
20160626,116,25,3,1
20161020,94,64,1,1
20080803,5,91,4,1
20180203,2,46,1,1
20120913,121,71,2,1
20141205,125,71,3,1
20130619,15,72,1,1
20080306,96,136,3,1
20130417,103,57,4,1
20090807,75,129,2,1
20141201,7,41,4,1
20150825,15,44,3,1
20080802,37,51,4,1
20130531,131,82,3,1
20101013,8,46,2,1
20150912,75,87,2,1
20161118,75,85,2,1
20111122,100,25,2,1
20120611,20,30,2,1
20080402,84,88,3,1
20161217,37,71,4,1
20080919,65,93,2,1
20140717,5,31,4,1
20130904,148,85,3,1
20180519,75,33,2,1
20180313,103,21,2,1
20090111,15,102,2,1
20100707,3,31,3,1
20130602,37,29,4,1
20121123,105,29,3,1
20140915,156,4,1,1
20121027,54,74,2,1
20090216,123,87,3,1
20140124,30,4,1,1
20130830,3,77,2,1
20120916,95,114,3,1
20170420,55,73,3,1
20171019,89,130,3,1
20170206,81,72,2,1
20090601,88,78,2,1
20160413,14,104,2,1
20140206,15,3,2,1
20101226,92,36,1,1
20130708,62,96,1,1
20110629,42,36,3,1
20180724,58,109,4,1
20111203,42,21,1,1
20090211,85,116,4,1
20140618,66,102,1,1
20121201,106,137,2,1
20171221,20,140,4,1
20100216,39,95,1,1
20111118,152,75,4,1
20080720,122,120,4,1
20170710,90,87,3,1
20120616,115,21,4,1
20080425,37,29,3,1
20110724,14,122,4,1
20121028,158,36,3,1
20140912,80,29,1,1
20161223,69,55,2,1
20131106,124,110,4,1
20140814,79,69,4,1
20140104,150,112,1,1
20090315,147,118,4,1
20170411,3,53,2,1
20150420,5,2,4,1
20171113,17,110,1,1
20080707,16,35,3,1
20161213,144,105,4,1
20180822,91,57,2,1
20100706,41,19,3,1
20180716,11,136,1,1
20130416,127,41,2,1
20080627,109,41,1,1
20140311,108,8,4,1
20120902,150,106,2,1
20130321,82,15,3,1
20140905,78,89,2,1
20100925,41,50,2,1
20150502,39,83,3,1
20100426,59,112,1,1
20100925,64,19,3,1
20130521,37,115,3,1
20080305,122,27,3,1
20100313,140,74,4,1
20150215,20,62,4,1
20160815,73,141,1,1
20090412,17,112,4,1
20081116,109,62,2,1
20080129,106,14,2,1
20160715,100,111,1,1
20091001,103,90,2,1
20171202,73,87,3,1
20130306,10,12,2,1
20090503,142,117,1,1
20081014,88,37,3,1
20091007,25,70,4,1
20171023,37,6,1,1
20101208,154,14,2,1
20180323,70,15,4,1
20120415,151,134,3,1
20110911,19,11,1,1
20101218,152,17,2,1
20121112,42,39,2,1
20170418,21,143,2,1
20180725,23,77,1,1
20140410,27,8,1,1
20130531,113,68,2,1
20131218,143,113,3,1
20160507,130,90,3,1
20130925,123,69,3,1
20180228,95,129,3,1
20080211,87,76,4,1
20091111,18,94,2,1
20080326,8,47,2,1
20110326,134,9,1,1
20090803,111,29,4,1
20160609,106,60,3,1
20150321,27,39,1,1
20120802,10,92,1,1
20110318,29,73,4,1
20180814,97,5,3,1
20130617,3,92,2,1
20140101,143,121,2,1
20120205,2,81,3,1
20120526,97,137,3,1
20081126,32,82,3,1
20170318,139,136,4,1
20171103,47,141,3,1
20170921,147,9,2,1
20140813,4,32,4,1
20090702,64,22,2,1
20110507,79,58,4,1
20170303,68,40,1,1
20080820,132,5,1,1
20080228,148,16,4,1
20110227,30,82,3,1
20080104,67,23,1,1
20081008,149,121,3,1
20141212,145,86,1,1
20110918,111,83,3,1
20090908,64,37,1,1
20110123,86,88,3,1
20150603,130,140,1,1
20170120,73,34,1,1
20090413,149,23,3,1
20121109,91,143,3,1
20160220,139,46,2,1
20150223,19,34,2,1
20090721,104,70,3,1
20111130,47,140,1,1
20130412,43,82,4,1
20131001,149,21,4,1
20140128,104,41,1,1
20101123,88,90,4,1
20140320,45,136,4,1
20130906,121,83,3,1
20111103,123,93,2,1
20120123,119,21,3,1
20140911,86,123,2,1
20120810,90,137,4,1
20160425,56,26,3,1
20170531,152,19,1,1
20130705,120,18,2,1
20110124,83,122,3,1
20160608,155,83,3,1
20111130,96,128,2,1
20171130,156,90,2,1
20150322,69,85,4,1
20170523,19,91,1,1
20081021,109,66,4,1
20171208,150,37,2,1
20120827,59,24,4,1
20080103,15,116,2,1
20100618,115,8,1,1
20120711,113,34,3,1
20140613,38,60,2,1
20160721,42,56,1,1
20140730,140,69,3,1
20150314,140,36,1,1
20110710,141,43,2,1
20160525,123,139,1,1
20110731,57,23,3,1
20160128,27,125,3,1
20171130,96,80,3,1
20090914,39,129,1,1
20170301,99,55,3,1
20160812,56,99,4,1
20120417,66,34,1,1
20111008,115,105,3,1
20101202,111,91,3,1
20170204,27,53,1,1
20080109,25,53,3,1
20091128,151,143,1,1
20120219,21,31,4,1
20130420,26,5,3,1
20150712,60,61,3,1
20141014,153,82,2,1
20110301,18,97,1,1
20091206,82,2,4,1
20120305,13,105,4,1
20090523,26,143,1,1
20101121,38,7,2,1
20130403,2,24,3,1
20141221,9,95,4,1
20080727,28,89,3,1
20151005,142,143,3,1
20080608,119,60,1,1
20100422,34,9,4,1
20180828,76,62,3,1
20140425,101,123,2,1
20160126,138,77,3,1
20141003,138,87,1,1
20090413,134,104,3,1
20121217,70,132,4,1
20161124,115,111,4,1
20170117,83,138,2,1
20150224,99,20,3,1
20130205,139,85,2,1
20100307,106,72,2,1
20180404,16,83,2,1
20140605,148,69,4,1
20130731,63,41,2,1
20130414,106,107,3,1
20120908,83,47,1,1
20111227,152,33,1,1
20090929,147,82,4,1
20120528,45,63,3,1
20090728,82,121,1,1
20140123,9,49,3,1
20110227,156,41,1,1
20170319,126,116,3,1
20160212,156,22,2,1
20131111,40,29,3,1
20141007,54,97,3,1
20121026,83,25,4,1
20180924,142,131,2,1
20160626,119,62,1,1
20100127,25,17,2,1
20120326,150,53,1,1
20171018,86,81,4,1
20110612,125,131,4,1
20111014,117,31,1,1
20090225,59,30,3,1
20130614,149,103,1,1
20091030,65,42,2,1
20120606,113,139,3,1
20090424,28,140,1,1
20141225,145,45,2,1
20150122,95,111,1,1
20131211,140,131,1,1
20110501,145,140,4,1
20180311,139,45,3,1
20101107,124,74,2,1
20130405,96,143,1,1
20100916,155,124,2,1
20121218,152,76,2,1
20091103,21,40,3,1
20101211,152,71,3,1
20150807,70,7,2,1
20160810,91,8,2,1
20121218,43,82,4,1
20160630,5,139,2,1
20161124,77,106,2,1
20120218,2,83,4,1
20180615,139,126,2,1
20180107,5,74,4,1
20091224,131,73,3,1
20090310,53,9,2,1
20170609,93,10,3,1
20080816,14,62,4,1
20160607,106,135,2,1
20170102,87,132,2,1
20140802,97,113,1,1
20170225,106,35,1,1
20180419,122,21,4,1
20100407,28,128,4,1
20140319,140,58,4,1
20121119,144,93,2,1
20141204,31,80,2,1
20090616,61,125,2,1
20120619,135,56,1,1
20140401,34,64,1,1
20090907,99,111,2,1
20110328,158,97,2,1
20081009,19,37,2,1
20111013,27,16,4,1
20150106,142,66,4,1
20150306,41,102,2,1
20111013,74,89,1,1
20130802,87,64,2,1
20130925,17,120,2,1
20140615,68,84,3,1
20120905,30,78,3,1
20160324,121,104,4,1
20110531,101,124,4,1
20081001,138,37,2,1
20090115,10,129,1,1
20161005,20,142,2,1
20120127,38,88,3,1
20161112,127,57,4,1
20170910,141,113,3,1
20110905,126,58,3,1
20100423,69,57,4,1
20140323,56,22,1,1
20120119,152,89,3,1
20150602,93,78,2,1
20141119,55,63,4,1
20130531,94,140,3,1
20110208,96,23,3,1
20080727,138,15,3,1
20160207,26,131,4,1
20160226,81,128,2,1
20090922,147,92,4,1
20170802,25,66,2,1
20140407,139,19,3,1
20160905,158,137,1,1
20140603,110,25,2,1
20100724,142,124,2,1
20171101,120,30,2,1
20180102,48,77,2,1
20080126,115,95,3,1
20150509,29,73,2,1
20140815,99,109,1,1
20130508,140,78,3,1
20160117,54,138,4,1
20150704,13,91,4,1
20171028,10,19,4,1
20120627,42,118,3,1
20080630,86,103,3,1
20080828,6,82,2,1
20160112,13,82,1,1
20160306,56,90,3,1
20110425,18,49,1,1
20150503,131,11,2,1
20100203,69,109,3,1
20140619,81,114,4,1
20141211,153,77,1,1
20160908,53,52,4,1
20180302,157,57,1,1
20150730,46,55,2,1
20150613,104,129,4,1
20180216,37,31,4,1
20161126,73,46,3,1
20130504,3,28,1,1
20091125,86,58,2,1
20090309,56,41,3,1
20180628,56,115,3,1
20170620,96,79,1,1
20130213,116,64,3,1
20081112,92,78,3,1
20120610,88,18,1,1
20171020,28,117,2,1
20090225,108,104,4,1
20140327,98,132,1,1
20141105,42,143,1,1
20170619,46,85,2,1
